timestamp,auto_N_S,auto_S_N,auto_E_V,auto_V_E,pietoni_N,pietoni_S,pietoni_E,pietoni_V,sirena_activa,faza_decisa
2026-02-11T15:59:01.012610,44,28,13,24,9,7,12,18,0,1
2026-02-11T15:59:01.012611,0,29,14,19,2,2,6,6,0,2
2026-02-11T15:59:01.012612,24,6,9,16,12,2,4,13,0,1
2026-02-11T15:59:01.012613,6,32,8,35,17,1,11,11,0,2
2026-02-11T15:59:01.012613,8,6,43,25,12,16,2,9,0,2
2026-02-11T15:59:01.012614,23,23,38,18,13,18,11,4,0,1
2026-02-11T15:59:01.012615,0,10,4,36,13,9,4,6,0,2
2026-02-11T15:59:01.012616,43,8,24,47,6,11,18,5,0,2
2026-02-11T15:59:01.012617,7,11,41,2,11,10,18,19,1,0
2026-02-11T15:59:01.012617,23,34,25,42,3,8,0,1,0,2
2026-02-11T15:59:01.012618,10,3,7,27,15,12,19,12,0,2
2026-02-11T15:59:01.012619,16,35,21,21,18,5,11,15,0,1
2026-02-11T15:59:01.012620,7,27,24,46,9,13,5,7,0,2
2026-02-11T15:59:01.012621,34,12,47,18,15,10,17,12,0,2
2026-02-11T15:59:01.012622,34,22,11,45,4,4,15,13,0,2
2026-02-11T15:59:01.012623,32,18,8,15,15,1,10,4,0,1
2026-02-11T15:59:01.012623,4,41,9,5,0,6,9,2,0,1
2026-02-11T15:59:01.012624,41,36,47,36,4,16,2,13,0,2
2026-02-11T15:59:01.012625,38,38,9,30,12,5,17,12,0,1
2026-02-11T15:59:01.012626,40,23,8,48,12,13,11,16,0,2
2026-02-11T15:59:01.012627,27,15,25,47,2,3,13,8,0,2
2026-02-11T15:59:01.012628,6,32,34,33,16,2,3,6,0,2
2026-02-11T15:59:01.012628,8,11,26,30,18,10,9,17,1,0
2026-02-11T15:59:01.012629,7,33,30,10,4,0,6,10,1,0
2026-02-11T15:59:01.012630,11,6,18,35,4,13,15,15,0,2
2026-02-11T15:59:01.012631,33,10,42,5,14,5,8,17,0,2
2026-02-11T15:59:01.012632,32,30,37,26,9,16,2,6,0,1
2026-02-11T15:59:01.012632,47,28,5,6,11,16,1,3,0,1
2026-02-11T15:59:01.012633,22,12,14,48,10,10,5,18,0,2
2026-02-11T15:59:01.012634,23,30,28,31,0,6,9,10,0,2
2026-02-11T15:59:01.012635,36,1,46,7,2,12,3,12,0,2
2026-02-11T15:59:01.012635,34,38,44,32,3,7,3,5,0,2
2026-02-11T15:59:01.012636,43,14,4,46,18,7,9,12,0,2
2026-02-11T15:59:01.012638,39,10,13,43,19,8,9,1,0,2
2026-02-11T15:59:01.012638,21,33,1,14,2,6,12,13,0,1
2026-02-11T15:59:01.012639,26,38,22,26,17,8,5,12,0,1
2026-02-11T15:59:01.012640,34,3,43,29,2,10,6,4,0,2
2026-02-11T15:59:01.012641,0,10,45,21,6,1,4,2,0,2
2026-02-11T15:59:01.012642,34,28,18,46,0,17,14,3,0,2
2026-02-11T15:59:01.012642,36,1,23,28,18,2,7,13,0,2
2026-02-11T15:59:01.012643,46,15,19,40,17,17,9,17,0,1
2026-02-11T15:59:01.012644,13,38,46,47,1,15,11,10,0,2
2026-02-11T15:59:01.012645,2,12,26,29,11,7,16,18,0,2
2026-02-11T15:59:01.012646,0,36,23,1,16,7,15,1,0,1
2026-02-11T15:59:01.012646,4,16,16,14,2,5,0,1,1,0
2026-02-11T15:59:01.012647,25,20,24,46,11,1,3,2,0,2
2026-02-11T15:59:01.012648,13,43,45,26,11,15,7,15,0,2
2026-02-11T15:59:01.012649,38,18,30,6,5,8,5,0,0,1
2026-02-11T15:59:01.012650,26,6,27,26,9,18,9,9,0,2
2026-02-11T15:59:01.012650,8,37,49,20,5,14,17,5,0,2
2026-02-11T15:59:01.012651,14,7,27,12,13,1,12,16,0,2
2026-02-11T15:59:01.012652,14,12,21,16,1,14,4,18,0,2
2026-02-11T15:59:01.012653,25,36,4,10,10,10,11,11,0,1
2026-02-11T15:59:01.012655,41,1,43,9,14,19,17,19,0,2
2026-02-11T15:59:01.012656,12,40,41,32,7,11,7,15,1,0
2026-02-11T15:59:01.012656,31,10,7,13,12,14,13,1,0,1
2026-02-11T15:59:01.012657,38,23,37,36,18,15,14,14,0,2
2026-02-11T15:59:01.012658,48,5,27,7,9,5,4,18,0,1
2026-02-11T15:59:01.012659,31,25,46,32,8,2,4,0,0,2
2026-02-11T15:59:01.012659,3,6,11,6,17,5,16,5,0,2
2026-02-11T15:59:01.012660,29,38,24,33,6,2,12,17,1,0
2026-02-11T15:59:01.012661,36,18,37,6,2,12,16,18,0,2
2026-02-11T15:59:01.012662,22,5,43,6,11,11,10,2,0,2
2026-02-11T15:59:01.012664,38,42,14,40,14,7,0,4,0,1
2026-02-11T15:59:01.012665,44,28,43,35,12,1,12,2,0,2
2026-02-11T15:59:01.012666,14,42,40,6,5,6,17,6,0,2
2026-02-11T15:59:01.012666,42,38,33,19,7,16,5,6,0,1
2026-02-11T15:59:01.012667,28,1,44,17,13,6,12,0,0,2
2026-02-11T15:59:01.012668,35,18,12,44,2,0,19,12,0,2
2026-02-11T15:59:01.012669,12,3,7,42,15,3,10,12,0,2
2026-02-11T15:59:01.012669,31,5,12,40,17,14,18,14,0,2
2026-02-11T15:59:01.012670,6,48,35,13,16,3,19,18,0,2
2026-02-11T15:59:01.012671,21,36,5,39,17,11,8,6,0,1
2026-02-11T15:59:01.012672,27,27,37,13,9,15,12,16,0,2
2026-02-11T15:59:01.012672,1,29,31,20,16,17,14,9,0,2
2026-02-11T15:59:01.012673,41,6,20,48,15,13,10,18,0,2
2026-02-11T15:59:01.012674,44,8,43,26,1,13,15,17,0,2
2026-02-11T15:59:01.012675,5,24,43,45,19,10,16,7,0,2
2026-02-11T15:59:01.012676,27,32,48,25,3,15,4,7,0,2
2026-02-11T15:59:01.012677,27,0,6,26,10,14,13,8,0,2
2026-02-11T15:59:01.012678,43,5,25,23,6,5,14,12,0,2
2026-02-11T15:59:01.012678,43,17,14,4,16,12,8,12,1,0
2026-02-11T15:59:01.012679,19,9,48,41,18,16,13,1,0,2
2026-02-11T15:59:01.012680,29,27,41,37,5,3,9,6,0,2
2026-02-11T15:59:01.012681,10,10,22,27,9,11,12,6,0,2
2026-02-11T15:59:01.012682,27,32,37,41,3,17,16,19,0,2
2026-02-11T15:59:01.012682,24,0,40,42,0,7,0,0,0,2
2026-02-11T15:59:01.012683,38,12,14,31,6,11,13,13,0,2
2026-02-11T15:59:01.012684,32,36,47,23,15,3,11,5,0,2
2026-02-11T15:59:01.012685,0,19,39,5,16,7,6,12,0,2
2026-02-11T15:59:01.012685,26,0,15,9,4,1,2,0,0,1
2026-02-11T15:59:01.012686,12,2,31,45,9,3,0,19,0,2
2026-02-11T15:59:01.012687,40,17,36,2,6,11,12,2,0,1
2026-02-11T15:59:01.012688,2,40,17,6,12,9,1,14,0,1
2026-02-11T15:59:01.012689,38,13,19,28,6,14,8,17,0,2
2026-02-11T15:59:01.012689,5,30,45,33,14,8,17,9,0,2
2026-02-11T15:59:01.012690,7,26,1,6,16,8,3,14,0,1
2026-02-11T15:59:01.012691,26,16,22,16,2,6,15,7,0,2
2026-02-11T15:59:01.012692,8,45,29,12,4,1,5,4,0,1
2026-02-11T15:59:01.012692,36,28,2,20,9,6,19,8,0,1
2026-02-11T15:59:01.012693,32,35,45,30,4,8,2,0,0,2
2026-02-11T15:59:01.012694,41,36,38,8,6,17,10,18,0,1
2026-02-11T15:59:01.012695,43,25,46,44,6,11,4,7,0,2
2026-02-11T15:59:01.012696,23,16,48,46,13,6,0,4,0,2
2026-02-11T15:59:01.012696,14,21,0,12,14,18,7,17,1,0
2026-02-11T15:59:01.012698,31,24,40,16,4,15,18,8,0,2
2026-02-11T15:59:01.012699,31,1,21,7,4,7,3,0,0,1
2026-02-11T15:59:01.012700,23,21,28,8,3,18,8,18,1,0
2026-02-11T15:59:01.012701,40,4,13,8,19,5,2,13,1,0
2026-02-11T15:59:01.012702,48,3,47,39,8,1,4,13,0,2
2026-02-11T15:59:01.012702,48,35,27,47,11,1,15,3,0,2
2026-02-11T15:59:01.012703,11,5,20,29,15,7,7,6,0,2
2026-02-11T15:59:01.012704,38,20,44,6,7,9,5,19,0,2
2026-02-11T15:59:01.012705,1,12,31,16,8,10,2,10,0,2
2026-02-11T15:59:01.012707,2,36,5,38,11,19,15,1,0,1
2026-02-11T15:59:01.012708,48,24,0,37,19,19,7,17,0,1
2026-02-11T15:59:01.012708,36,25,20,4,6,2,12,9,0,1
2026-02-11T15:59:01.012709,48,38,3,16,3,15,4,0,0,1
2026-02-11T15:59:01.012710,16,19,2,39,2,2,5,13,0,2
2026-02-11T15:59:01.012711,48,32,48,0,0,7,2,9,0,2
2026-02-11T15:59:01.012712,1,13,29,15,6,18,7,17,0,2
2026-02-11T15:59:01.012712,1,35,30,16,8,11,3,6,1,0
2026-02-11T15:59:01.012713,27,16,33,29,1,17,16,18,0,2
2026-02-11T15:59:01.012714,22,20,18,30,6,12,7,3,0,1
2026-02-11T15:59:01.012715,36,45,19,34,9,10,18,13,0,1
2026-02-11T15:59:01.012715,31,15,22,44,1,12,13,8,0,2
2026-02-11T15:59:01.012716,32,45,39,7,12,2,8,3,0,1
2026-02-11T15:59:01.012717,0,15,24,47,2,5,11,5,0,2
2026-02-11T15:59:01.012718,18,19,14,29,12,2,12,1,0,2
2026-02-11T15:59:01.012719,1,28,37,38,9,0,7,0,0,2
2026-02-11T15:59:01.012719,43,27,22,20,11,13,2,16,0,1
2026-02-11T15:59:01.012720,25,7,1,14,2,19,14,3,0,1
2026-02-11T15:59:01.012721,31,23,14,33,19,6,19,4,1,0
2026-02-11T15:59:01.012722,5,2,43,26,5,8,18,17,0,2
2026-02-11T15:59:01.012723,31,24,34,1,2,0,3,12,0,1
2026-02-11T15:59:01.012723,3,18,9,9,1,9,1,19,0,2
2026-02-11T15:59:01.012724,10,32,13,4,13,12,4,10,0,1
2026-02-11T15:59:01.012725,16,1,26,26,14,11,1,19,0,2
2026-02-11T15:59:01.012726,37,14,13,3,17,3,6,0,0,1
2026-02-11T15:59:01.012727,23,21,34,46,18,6,10,11,0,2
2026-02-11T15:59:01.012728,4,9,32,12,9,9,11,12,0,2
2026-02-11T15:59:01.012729,33,17,0,16,19,6,3,3,0,1
2026-02-11T15:59:01.012729,5,21,33,20,16,14,2,11,0,2
2026-02-11T15:59:01.012730,21,45,18,22,16,18,7,5,0,1
2026-02-11T15:59:01.012731,10,48,23,32,18,6,17,12,0,2
2026-02-11T15:59:01.012732,47,26,41,49,3,13,4,13,0,2
2026-02-11T15:59:01.012733,15,12,3,14,10,13,15,11,0,1
2026-02-11T15:59:01.012733,32,32,35,13,16,17,11,19,1,0
2026-02-11T15:59:01.012734,8,4,12,8,9,9,8,1,0,1
2026-02-11T15:59:01.012735,5,25,31,43,16,2,7,11,0,2
2026-02-11T15:59:01.012736,15,12,8,36,11,5,4,5,0,2
2026-02-11T15:59:01.012736,28,26,38,29,9,8,19,3,0,2
2026-02-11T15:59:01.012737,2,13,15,28,9,13,18,0,0,2
2026-02-11T15:59:01.012738,19,23,49,22,5,7,14,7,0,2
2026-02-11T15:59:01.012739,35,2,2,33,16,0,19,7,0,2
2026-02-11T15:59:01.012740,18,46,19,6,18,2,10,11,0,1
2026-02-11T15:59:01.012740,25,48,9,8,1,5,19,3,0,1
2026-02-11T15:59:01.012741,2,29,21,49,3,0,12,15,0,2
2026-02-11T15:59:01.012742,18,34,47,3,17,17,12,13,0,2
2026-02-11T15:59:01.012743,19,47,2,1,3,9,16,13,0,1
2026-02-11T15:59:01.012744,31,13,10,26,5,16,15,1,0,1
2026-02-11T15:59:01.012744,6,11,24,32,13,0,16,16,0,2
2026-02-11T15:59:01.012745,40,27,41,31,6,7,18,7,0,2
2026-02-11T15:59:01.012746,32,43,47,43,11,11,13,6,0,2
2026-02-11T15:59:01.012747,39,28,7,44,1,18,6,12,0,2
2026-02-11T15:59:01.012752,38,42,8,45,17,13,8,10,0,2
2026-02-11T15:59:01.012753,17,16,14,36,12,18,1,18,0,2
2026-02-11T15:59:01.012753,39,39,31,26,12,16,18,18,0,1
2026-02-11T15:59:01.012754,0,48,2,27,4,15,5,9,0,1
2026-02-11T15:59:01.012755,10,20,3,2,6,18,0,10,0,1
2026-02-11T15:59:01.012756,27,22,29,35,11,4,6,15,0,2
2026-02-11T15:59:01.012757,24,19,12,48,13,18,15,7,0,2
2026-02-11T15:59:01.012757,49,10,43,42,0,3,1,1,0,2
2026-02-11T15:59:01.012759,22,33,20,7,9,4,3,13,0,1
2026-02-11T15:59:01.012759,30,9,40,43,8,4,19,16,0,2
2026-02-11T15:59:01.012760,29,9,45,49,9,0,13,16,0,2
2026-02-11T15:59:01.012761,41,42,18,49,6,17,10,10,0,2
2026-02-11T15:59:01.012762,34,5,38,40,15,14,8,0,0,2
2026-02-11T15:59:01.012763,6,35,47,36,11,18,4,18,0,2
2026-02-11T15:59:01.012763,15,23,21,48,11,13,2,0,0,2
2026-02-11T15:59:01.012764,25,11,19,44,18,5,19,3,0,2
2026-02-11T15:59:01.012765,47,42,36,37,12,17,1,6,0,1
2026-02-11T15:59:01.012766,48,22,30,21,17,7,9,19,0,1
2026-02-11T15:59:01.012767,1,26,9,13,2,4,9,0,0,1
2026-02-11T15:59:01.012767,0,44,17,14,6,7,6,10,0,1
2026-02-11T15:59:01.012768,47,36,42,45,0,5,14,12,0,2
2026-02-11T15:59:01.012769,11,5,38,3,2,9,4,2,0,2
2026-02-11T15:59:01.012770,4,0,45,17,13,2,7,7,0,2
2026-02-11T15:59:01.012770,36,5,19,0,3,12,17,11,0,1
2026-02-11T15:59:01.012771,31,49,17,11,18,6,19,1,1,0
2026-02-11T15:59:01.012772,8,21,10,40,5,3,5,0,0,2
2026-02-11T15:59:01.012773,40,40,21,41,19,12,10,19,0,2
2026-02-11T15:59:01.012774,34,23,43,49,8,5,7,13,0,2
2026-02-11T15:59:01.012774,18,24,17,16,10,15,3,14,1,0
2026-02-11T15:59:01.012775,47,14,33,18,14,0,6,3,0,1
2026-02-11T15:59:01.012776,15,25,22,35,8,12,1,19,0,2
2026-02-11T15:59:01.012777,2,7,0,47,10,1,14,6,0,2
2026-02-11T15:59:01.012778,19,23,9,6,9,19,8,0,0,1
2026-02-11T15:59:01.012778,23,47,0,8,1,18,18,4,0,1
2026-02-11T15:59:01.012779,32,37,37,7,13,5,18,13,0,1
2026-02-11T15:59:01.012780,23,5,38,24,3,10,4,5,0,2
2026-02-11T15:59:01.012781,10,34,48,6,1,16,18,6,0,2
2026-02-11T15:59:01.012781,48,41,8,41,4,8,2,11,0,2
2026-02-11T15:59:01.012782,7,0,30,7,13,4,11,6,0,2
2026-02-11T15:59:01.012783,35,45,6,23,14,4,6,17,0,1
2026-02-11T15:59:01.012784,37,35,16,16,18,15,4,15,0,1
2026-02-11T15:59:01.012785,39,11,34,11,5,3,11,8,0,2
2026-02-11T15:59:01.012785,19,37,47,45,14,19,3,6,0,2
2026-02-11T15:59:01.012786,34,10,36,30,13,12,19,13,1,0
2026-02-11T15:59:01.012787,47,11,17,11,7,16,18,1,0,1
2026-02-11T15:59:01.012788,24,41,32,1,19,8,12,12,0,1
2026-02-11T15:59:01.012789,34,49,3,11,11,12,14,6,0,1
2026-02-11T15:59:01.012789,24,38,22,26,3,15,9,18,1,0
2026-02-11T15:59:01.012791,28,6,10,45,5,19,0,1,0,2
2026-02-11T15:59:01.012792,17,10,8,6,10,9,2,5,0,1
2026-02-11T15:59:01.012793,45,35,29,12,6,9,17,11,0,1
2026-02-11T15:59:01.012793,17,30,7,35,3,19,15,1,0,1
2026-02-11T15:59:01.012796,1,32,39,0,14,15,11,16,0,2
2026-02-11T15:59:01.012797,34,12,4,48,0,19,15,11,0,2
2026-02-11T15:59:01.012797,15,17,11,34,8,0,10,19,0,2
2026-02-11T15:59:01.012798,40,40,0,29,19,10,10,8,0,1
2026-02-11T15:59:01.012799,35,23,14,30,7,12,13,13,0,1
2026-02-11T15:59:01.012800,32,8,24,16,11,17,16,2,0,1
2026-02-11T15:59:01.012801,3,30,17,7,6,4,18,2,0,2
2026-02-11T15:59:01.012801,32,40,37,2,17,3,10,15,0,1
2026-02-11T15:59:01.012802,13,9,41,9,0,5,3,5,0,2
2026-02-11T15:59:01.012803,20,1,45,33,8,14,9,7,0,2
2026-02-11T15:59:01.012804,47,37,25,21,6,1,18,12,0,1
2026-02-11T15:59:01.012804,19,14,39,3,13,3,3,7,0,1
2026-02-11T15:59:01.012805,7,2,2,31,0,13,10,7,0,2
2026-02-11T15:59:01.012806,6,42,21,28,12,3,6,6,0,1
2026-02-11T15:59:01.012807,2,30,25,45,19,17,19,4,0,2
2026-02-11T15:59:01.012808,16,5,18,10,14,19,8,19,1,0
2026-02-11T15:59:01.012808,32,2,43,45,4,15,1,0,0,2
2026-02-11T15:59:01.012809,47,10,43,12,4,8,0,12,0,2
2026-02-11T15:59:01.012810,11,14,46,3,13,7,7,7,0,2
2026-02-11T15:59:01.012811,21,44,38,1,13,10,18,10,0,1
2026-02-11T15:59:01.012812,21,27,35,33,13,13,15,19,0,2
2026-02-11T15:59:01.012812,45,9,20,42,4,16,13,6,0,2
2026-02-11T15:59:01.012813,29,37,40,21,10,12,3,18,0,1
2026-02-11T15:59:01.012814,37,46,47,4,18,7,18,6,0,2
2026-02-11T15:59:01.012815,37,49,25,8,4,13,5,15,0,1
2026-02-11T15:59:01.012815,44,49,12,19,3,10,14,11,0,1
2026-02-11T15:59:01.012816,7,6,35,20,14,8,12,10,0,2
2026-02-11T15:59:01.012817,26,14,23,16,6,7,18,8,0,2
2026-02-11T15:59:01.012818,26,17,40,11,4,13,3,6,0,1
2026-02-11T15:59:01.012819,33,17,25,27,14,14,1,19,0,1
2026-02-11T15:59:01.012819,20,40,20,17,13,0,2,13,0,1
2026-02-11T15:59:01.012820,29,23,17,2,2,11,13,3,0,1
2026-02-11T15:59:01.012821,32,1,14,4,4,4,3,2,0,1
2026-02-11T15:59:01.012822,27,39,14,13,11,13,15,8,0,1
2026-02-11T15:59:01.012822,46,19,5,47,19,15,10,4,0,2
2026-02-11T15:59:01.012823,32,33,42,25,13,18,12,2,0,2
2026-02-11T15:59:01.012824,4,42,30,18,4,15,0,0,0,1
2026-02-11T15:59:01.012825,47,25,27,40,3,6,12,17,0,2
2026-02-11T15:59:01.012826,18,6,7,16,15,2,14,12,0,2
2026-02-11T15:59:01.012826,3,37,28,38,6,7,6,3,0,2
2026-02-11T15:59:01.012829,34,29,20,41,2,13,4,17,1,0
2026-02-11T15:59:01.012829,48,41,16,3,3,19,5,8,0,1
2026-02-11T15:59:01.012830,16,4,48,41,19,2,8,6,0,2
2026-02-11T15:59:01.012831,43,10,23,34,5,10,5,14,1,0
2026-02-11T15:59:01.012832,27,0,49,23,2,13,5,12,0,2
2026-02-11T15:59:01.012833,29,33,35,40,0,1,1,1,0,2
2026-02-11T15:59:01.012833,28,0,30,12,2,3,5,10,0,2
2026-02-11T15:59:01.012834,45,18,46,32,7,4,9,3,0,2
2026-02-11T15:59:01.012835,5,1,33,14,15,18,4,17,0,2
2026-02-11T15:59:01.012836,34,20,1,14,6,9,19,2,0,1
2026-02-11T15:59:01.012838,40,19,41,30,17,1,11,1,0,2
2026-02-11T15:59:01.012839,36,22,2,42,8,2,5,11,0,2
2026-02-11T15:59:01.012839,23,20,29,27,2,14,5,3,0,2
2026-02-11T15:59:01.012840,28,23,7,9,17,18,7,13,0,1
2026-02-11T15:59:01.012841,48,3,6,6,15,1,16,15,0,1
2026-02-11T15:59:01.012842,45,11,11,32,0,2,17,3,0,2
2026-02-11T15:59:01.012843,30,21,18,6,19,11,10,11,0,1
2026-02-11T15:59:01.012843,34,19,25,4,15,13,0,18,0,1
2026-02-11T15:59:01.012844,32,17,27,25,11,16,6,18,0,1
2026-02-11T15:59:01.012845,20,0,14,15,5,15,7,11,0,2
2026-02-11T15:59:01.012846,31,29,13,7,8,16,2,14,1,0
2026-02-11T15:59:01.012847,22,32,47,21,12,8,18,2,0,2
2026-02-11T15:59:01.012847,32,23,13,33,11,2,15,18,0,2
2026-02-11T15:59:01.012848,2,13,2,39,12,13,7,14,0,2
2026-02-11T15:59:01.012849,17,35,49,27,17,2,5,19,0,2
2026-02-11T15:59:01.012850,24,4,28,45,18,5,1,6,0,2
2026-02-11T15:59:01.012850,41,10,5,35,18,18,11,3,0,1
2026-02-11T15:59:01.012851,30,23,48,46,18,12,5,0,0,2
2026-02-11T15:59:01.012852,2,30,22,6,5,4,13,8,0,2
2026-02-11T15:59:01.012853,39,12,27,39,15,0,6,6,0,2
2026-02-11T15:59:01.012854,45,15,13,42,6,11,8,4,0,2
